Attention,Thinking conversion,Information processing ability,logical reasoning,representational ability,memory
0.37650602409638556,0.1610877307659503,0.5529874225327395,0.4061641055734362,0.7867132867132868,0.5555555555555555
0.5632530120481928,0.5772836727791708,0.42739116577696945,0.2182153159261643,0.2670940170940171,1.0
0.43975903614457834,0.5260873501531733,0.43903963843374616,0.863605138094907,0.20027195027195027,0.6666666666666666
0.8524096385542169,0.521570804249906,0.4592973492302055,0.5374778170000194,0.378010878010878,0.6666666666666666
0.5753012048192772,0.4779830278137799,0.30442128477172037,0.37145812525599,0.36810411810411814,0.5555555555555555
0.31927710843373497,0.3996680213678843,0.6651829976461539,0.4061641055734362,0.14957264957264954,0.6666666666666666
0.536144578313253,0.13503279066414176,0.6038289775197376,0.8855342359981497,0.42773892773892774,0.6666666666666666
0.3373493975903615,0.5722487844475476,0.3268213820452537,0.2949515952607397,0.14879564879564874,0.6666666666666666
0.5421686746987953,0.4881573808670283,0.42514491869896964,0.37145812525599,0.2841880341880342,0.8888888888888888
0.7560240963855422,0.13370089427686804,0.47948392951979113,0.14170878593091402,0.2845765345765346,0.5555555555555555
0.5587349397590362,0.324612667981625,0.3214647699432862,0.2456189066418307,0.2558275058275058,0.6666666666666666
0.8072289156626506,0.375865994228195,0.5048477523033403,0.5027718366825732,0.5901320901320901,0.7777777777777777
0.6867469879518073,0.09464287628928625,0.0,0.3988617159716564,0.16938616938616938,0.6666666666666666
0.5481927710843374,0.29654787300193153,0.28774220913493204,0.3988617159716564,0.4030691530691531,0.6666666666666666
0.6867469879518073,0.5297995510580136,0.3389324545189642,0.9129378267138162,0.22163947163947165,0.6666666666666666
0.496987951807229,0.41769475562324127,0.4428247029767038,0.5792783666778234,0.2461149961149961,0.8888888888888888
0.5542168674698795,0.3494231697900553,0.3675161732461764,0.6633170356141787,0.0,0.0
0.8524096385542169,0.26075782426889565,0.35900512538865004,0.39143348715126247,0.4162781662781663,0.6666666666666666
0.5150602409638555,0.47139287022162674,0.4059533767315603,0.6633170356141787,1.0,0.7777777777777777
0.8734939759036146,0.4342723606339904,0.38390634835526544,0.1764147662483602,0.5172882672882673,0.6666666666666666
1.0,0.3741093983486862,0.49128471200928925,0.7250929471872551,0.2902097902097902,0.5555555555555555
0.5391566265060241,0.38741908296904976,0.46793802564537523,0.2182153159261643,0.5705128205128205,0.6666666666666666
0.5753012048192772,0.2286582601202915,0.23842813097535265,0.28752336644034576,0.11849261849261844,0.5555555555555555
0.5240963855421688,0.34754282721207674,0.4058608567681735,0.551874775962157,0.15986790986790986,0.6666666666666666
0.710843373493976,0.6563433261050048,0.252110751008073,0.37145812525599,0.22552447552447552,0.5555555555555555
0.30722891566265065,0.4946874333701623,0.36078877264971604,0.2182153159261643,0.3463480963480964,0.6666666666666666
0.6415662650602411,0.3427706426622638,0.4464731768246835,0.12708207762945123,0.23523698523698522,0.8888888888888888
0.2620481927710844,0.489661384041557,0.37148060739713806,0.43356769628910263,0.16627816627816627,0.7777777777777777
0.707831325301205,0.19191559491336135,0.6131884241854884,0.31492695715601216,0.36402486402486406,0.6666666666666666
0.4849397590361446,0.6728605142987706,0.4080687034333517,0.3988617159716564,0.08100233100233095,0.5555555555555555
0.5512048192771085,0.43734990188261585,0.514891947307055,0.0652022559356637,0.5268065268065268,0.6666666666666666
0.09638554216867473,0.25798696898394696,0.48336151402613553,0.8364312967185659,0.4197746697746698,0.7777777777777777
0.6656626506024097,0.3290215607692435,0.3769183988249533,0.2182153159261643,0.13519813519813517,0.7777777777777777
0.6415662650602411,0.41913185413991705,0.2643086731264008,0.13451030644984519,0.1684149184149184,0.8888888888888888
0.9156626506024097,1.0,0.3710450673554868,0.5172727057654217,0.24864024864024864,0.7777777777777777
0.5150602409638555,0.25346734345012223,0.30442128477172037,0.2456189066418307,0.1715229215229215,0.6666666666666666
0.6114457831325302,0.30791444852493444,0.3437452874781502,0.2384204271607619,0.168997668997669,0.5555555555555555
0.5753012048192772,0.3591665411704996,0.8374071669416476,0.5374778170000194,0.652874902874903,0.5555555555555555
0.5421686746987953,0.5580528745683822,0.21394543709407993,0.5027718366825732,0.3175990675990676,0.5555555555555555
0.710843373493976,0.40098564545909027,0.33996022293519257,0.03060018573892842,0.2845765345765346,0.6666666666666666
0.32530120481927716,0.14613701843051585,0.3678421823681323,0.7596950173839904,0.317987567987568,0.5555555555555555
0.2981927710843374,0.4731423269397553,0.321040570539174,0.7250929471872551,0.6348096348096349,0.5555555555555555
0.6686746987951808,0.41643931016338603,0.3325424036819988,0.2182153159261643,0.3721833721833722,0.8888888888888888
0.3343373493975904,0.05193253373022694,0.7960005676274784,0.28752336644034576,0.42132867132867136,0.5555555555555555
0.7168674698795181,0.15693852326400348,0.9342416271807663,0.510074226284353,0.28496503496503495,0.6666666666666666
0.7650602409638555,0.4977746381710918,0.34889547019683115,0.2384204271607619,0.6068376068376069,0.7777777777777777
0.0,0.3152783998286395,0.9346104152157485,0.47536824596690674,0.8026418026418027,0.5555555555555555
0.5451807228915663,0.18174199196412794,0.35288696412307535,0.2456189066418307,0.2806915306915307,0.5555555555555555
0.2590361445783133,0.7137406815208154,0.39884584746257884,0.42603555734799775,0.1408313908313908,1.0
0.5587349397590362,0.29101732369202427,0.39777967863352887,0.2529212962436105,0.06410256410256407,0.6666666666666666
0.5813253012048193,0.3872979631882293,0.5073658889527308,0.8783357565170808,0.24087024087024086,0.4444444444444444
0.6265060240963856,0.38182830712500804,0.4189996976581124,0.35683141695452725,0.26437451437451437,0.7777777777777777
0.39457831325301207,0.0,0.4473599760457295,0.2949515952607397,0.41394716394716397,0.6666666666666666
0.572289156626506,0.28970400514365463,0.5241859337847016,0.779900128618588,0.9011266511266512,0.6666666666666666
0.3141566265060241,0.6086585679746508,0.32198148931078513,0.5131058382687033,0.27874902874902874,0.6666666666666666
0.6334337349397591,0.3321751554605476,0.49091463215574227,0.35907392461745236,0.4193861693861694,0.6666666666666666
0.5268072289156627,0.5315636190409643,0.346529643380162,0.29425694646107237,0.24844599844599846,0.5555555555555555
0.571987951807229,0.35801832364639397,0.3099956668945135,0.6973415237291016,0.20940170940170938,0.6666666666666666
0.3795180722891567,0.6177321314626043,0.33502781023733724,0.585303463511534,0.1991064491064491,0.6666666666666666
0.7015060240963856,0.49024940439823694,0.35712328784542774,0.29535306246113213,0.4036519036519037,0.8888888888888888
0.5762048192771085,0.41736188614959474,0.5051083012371921,0.1317792972931084,0.39432789432789433,0.6666666666666666
0.6024096385542169,0.3391319531363782,0.343500457682042,0.4763833933214767,0.17793317793317792,0.7777777777777777
0.6807228915662651,0.38120961858009533,0.490131693535622,0.3792459835276167,0.2538850038850039,0.5555555555555555
0.5861445783132531,0.37634675012867763,0.367205883261964,0.41346210246285264,0.5633255633255634,0.5555555555555555
0.4753012048192772,0.4150289514624745,0.4310837103565403,0.39118822187304414,0.6635586635586637,0.6666666666666666
0.7204819277108434,0.2500399769345897,0.3407217720987997,0.4969090203429335,0.18667443667443667,0.6666666666666666
0.466566265060241,0.3989284543513927,0.40949361147840974,0.48311730362132754,0.28982128982128985,0.6666666666666666
0.6352409638554217,0.5263108000333674,0.36060373272294255,0.3456256565419485,0.05322455322455322,0.5555555555555555
0.652710843373494,0.4011507481173201,0.294126589653128,0.21597280826323914,0.23756798756798758,0.7777777777777777
0.6424698795180723,0.39458202657117064,0.3777938574084603,0.2746914767558709,0.40054390054390054,0.6666666666666666
0.5310240963855423,0.26276936387842265,0.30702627106572816,0.21652744886983022,0.25893550893550893,0.5555555555555555
0.5948795180722892,0.2854807707532069,0.407100724886458,0.5008697405337963,0.4201631701631702,0.6666666666666666
0.5289156626506024,0.24151923454771043,0.22575188990234757,0.4789109749491549,0.3304195804195804,0.5555555555555555
0.46385542168674704,0.34650267075693025,0.45795362051099525,0.4072396394400239,0.28243978243978246,0.7777777777777777
0.6228915662650603,0.6105246408448022,0.40241314198471084,0.6404328465892596,0.24203574203574202,0.6666666666666666
0.363855421686747,0.5100092605708773,0.35452397187018947,0.6745487660179541,0.7795260295260296,0.5555555555555555
